chr	pos	strand	ratio
chr11	119007257	+	0.12
chr11	119007282	+	0.19
chr11	119007283	+	0.59
chr11	119007300	+	0.81
chr11	119007309	+	0.31
chr11	119007312	+	0.08
chr11	119007322	+	0.05
chr11	119007324	+	0.11
chr11	119007380	+	0.11
chr11	119007508	+	0.04
chr11	119007510	+	0.06
chr11	119007545	+	0.04
chr11	119007566	+	0.13
chr11	119007589	+	0.05
chr11	119007614	+	0.11
chr11	119007622	+	0.08
chr11	119007631	+	0.06
chr11	119007646	+	0.21
chr11	119007706	+	0.59
chr11	119007748	+	0.08
chr11	119007760	+	0.1
chr11	119009202	+	0.06
chr11	119009228	+	0.06
chr11	119009243	+	0.43
chr11	119009251	+	0.37
chr11	119009252	+	0.18
chr11	119009291	+	0.04
chr11	119009323	+	0.33
chr11	119009398	+	0.06
chr11	119009873	+	0.26
chr11	119009916	+	0.31
chr11	119009966	+	0.36
chr11	119009967	+	0.04
chr11	119009980	+	0.17
chr11	119009984	+	0.06
chr11	119009985	+	0.06
chr11	119009986	+	0.05
chr11	119009989	+	0.06
chr11	119009992	+	0.08
chr11	119009994	+	0.04
chr11	119009998	+	0.05
chr11	119010006	+	0.24
chr11	119010008	+	0.44
chr11	119010030	+	0.04
chr11	119010034	+	0.14
chr11	119010038	+	0.74
chr11	119010041	+	0.16
chr11	119010042	+	0.83
chr11	119010046	+	0.85
chr11	119010047	+	0.8
chr11	119010051	+	0.21
chr11	119010054	+	0.05
chr11	119010098	+	0.16
chr11	119010128	+	0.25
chr11	119014349	+	0.4
chr11	119014354	+	0.27
chr11	119014419	+	0.33
chr11	119014460	+	0.53
chr11	119016162	-	0.22
chr11	119016165	-	0.23
chr11	119022484	+	0.14
chr11	119023081	+	0.23
chr11	119023103	+	0.3
chr11	119023178	+	0.17
chr11	119103064	+	0.3
chr11	119103073	+	0.36
chr11	119103486	+	0.27
chr11	119103538	+	0.29
chr11	119103540	+	0.23
chr11	119103589	+	0.58
chr11	119123812	+	0.5
chr11	119123829	+	0.36
chr11	119123958	+	0.26
chr11	119123999	+	0.35
chr11	119124011	+	0.28
chr11	119124039	+	0.19
chr11	119124054	+	0.33
chr11	119124709	+	0.26
chr11	119124715	+	0.17
chr11	119308974	-	0.04
chr11	119543536	+	0.14
chr11	123071671	-	0.1
chr11	123072338	-	0.09
chr11	123072342	-	0.11
chr11	123072370	-	0.04
chr11	123072376	-	0.17
chr11	123072380	-	0.04
chr11	123075514	-	0.27
chr11	123075591	-	0.25
chr11	124782199	-	0.44
chr11	124782334	-	0.33
chr11	124782368	-	0.21
chr11	124782375	-	0.29
chr11	124782437	-	0.6
chr11	124787518	-	0.73
chr11	124787520	-	1
chr11	124787524	-	1
chr11	124797455	-	0.29
chr11	125610085	+	0.45
chr11	125610162	+	0.12
chr11	125610166	+	0.15
chr11	125610191	+	0.36
chr11	125610198	+	0.12
chr11	125610201	+	0.13
chr11	125610203	+	0.29
chr11	125610264	+	0.47
chr11	125610298	+	0.33
chr11	125610299	+	0.38
chr11	125610604	+	0.33
chr11	125610669	+	0.54
chr11	125610788	+	0.11
chr11	125610801	+	0.69
chr11	125610814	+	0.08
chr11	125610831	+	0.12
chr11	125612109	+	0.27
chr11	125656229	+	0.05
chr11	125656246	+	0.01
chr11	125656270	+	0.03
chr11	125656278	+	0.02
chr11	125656299	+	0.02
chr11	125658129	+	0.1
chr11	125675960	+	0.27
chr11	125676007	+	0.06
chr11	125676024	+	0.02
chr11	125676032	+	0.04
chr11	125676033	+	0.09
chr11	125676036	+	0.03
chr11	126206494	-	0.08
chr11	126207657	-	0.47
chr11	126207686	-	0.12
chr11	126209069	-	0.29
chr11	126209145	-	0.7
chr11	126209155	-	0.12
chr11	126209222	-	0.75
chr11	126252595	+	0.3
chr11	126252699	+	0.29
chr11	126295139	-	0.12
chr11	126295232	+	0.15
chr11	126295241	+	0.35
chr11	126295267	+	0.14
chr11	126295305	-	0.15
chr11	126295306	-	0.15
chr11	126296033	+	0.3
chr11	126296072	+	0.3
chr11	126296687	+	0.19
chr11	126296692	+	0.38
chr11	126296755	+	0.23
chr11	126297938	-	0.3
chr11	126297948	-	0.33
chr11	126346589	+	0.41
chr11	126346593	+	0.34
chr11	126346699	+	0.55
chr11	126346742	+	0.25
chr11	126346942	+	0.44
chr11	126346969	+	0.56
chr11	126346992	+	0.56
chr11	126347352	+	0.22
chr11	126347362	+	0.12
chr11	126349132	+	0.45
chr11	126349140	+	0.53
chr11	126349193	+	0.12
chr11	126349196	+	0.18
chr11	126349197	+	0.29
chr11	126349198	+	0.49
chr11	126351961	-	0.36
chr11	129860536	-	0.36
chr11	129861611	-	0.3
chr11	129863374	-	0.41
chr11	129863383	-	0.41
chr11	129863435	-	0.19
chr11	129863445	-	0.29
chr11	129863471	-	0.33
chr11	129863478	-	0.27
chr11	129863479	-	0.27
chr11	129912387	-	0.15
chr11	130870725	-	0.36
chr11	134255273	-	0.11
chr11	134255317	-	0.17
chr11	134255336	-	0.07
chr11	134255430	-	0.06
chr11	134256083	-	0.09
chr11	134256085	-	0.09
chr11	134256088	-	0.12
chr11	134284463	+	0.33
chr11	134284517	+	0.21
chr11	134284540	+	0.18
chr11	134284564	+	0.71
chr11	134284565	+	0.24
chr11	134284570	+	0.32
chr11	134284608	+	0.25
chr11	134284621	+	0.17
chr11	134284635	+	0.77
chr11	134284649	+	0.19
chr11	134284656	+	0.12
chr11	134284660	+	0.6
chr11	134284667	+	0.69
chr11	134284678	+	0.09
chr11	134284691	+	0.57
chr11	134285521	+	0.29
chr11	134285551	+	0.19
chr11	134285552	+	0.17
chr11	134285584	+	0.09
chr11	134285603	+	0.67
chr11	134285620	+	0.09
chr11	134285660	+	0.23
chr11	134285670	+	0.08
chr11	134285678	+	0.21
chr11	134285682	+	0.75
chr11	134286025	+	0.82
chr11	134286047	+	0.8
chr11	134286108	+	0.87
chr11	134286170	+	0.16
chr11	134286957	+	0.25
chr11	134319015	+	0.02
chr11	134319018	+	0.04
chr11	134319138	+	0.02
chr11	134319160	+	0.16
chr12	403557	+	0.4
chr12	403562	+	0.45
chr12	403586	+	0.24
chr12	403587	+	0.33
chr12	403592	+	0.22
chr12	403596	+	0.26
chr12	403621	+	0.76
chr12	403688	+	0.31
chr12	404236	+	0.64
chr12	404240	+	0.27
chr12	404264	+	0.3
chr12	437577	+	0.35
chr12	437583	+	0.38
chr12	437584	+	0.32
chr12	437653	+	0.2
chr12	437654	+	0.19
chr12	914912	-	0.33
chr12	914940	-	0.08
chr12	915806	-	0.39
chr12	927682	-	0.27
chr12	2795727	+	0.15
chr12	2825879	+	0.3
chr12	2825901	+	0.36
chr12	2825927	+	0.3
chr12	2825936	+	0.36
chr12	2860426	-	0.14
chr12	2862632	-	0.21
chr12	2862760	-	0.25
chr12	2862813	-	0.22
chr12	2862814	-	0.16
chr12	2862816	-	0.55
chr12	2887237	+	0.31
chr12	2887238	+	0.58
chr12	2887298	+	0.16
chr12	2887327	+	0.24
chr12	2887354	+	0.19
chr12	2888627	+	0.02
chr12	2888644	+	0.01
chr12	2888656	+	0.06
chr12	2888668	+	0.01
chr12	2888709	+	0.01
chr12	4298494	+	0.32
chr12	4353754	+	0.05
chr12	6352045	-	0.27
chr12	6357328	-	0.11
chr12	6357407	-	0.24
chr12	6357515	-	0.22
chr12	6357521	-	0.33
chr12	6357806	-	0.2
chr12	6360043	-	0.42
chr12	6361482	-	0.23
chr12	6361534	-	0.4
chr12	6361655	-	0.33
chr12	6446973	-	0.38
chr12	6448681	-	0.06
chr12	6448720	-	0.02
chr12	6885489	+	0.09
chr12	6885506	+	0.07
chr12	6885549	+	0.19
chr12	6976479	-	0.01
chr12	6976670	-	0.01
chr12	7095253	-	0.08
chr12	7095318	-	0.12
chr12	7095319	-	0.04
chr12	7097374	-	0.53
chr12	7097416	-	0.73
chr12	7097417	-	0.67
chr12	7097562	-	0.4
chr12	7098213	-	0.25
chr12	7795401	+	0.02
chr12	7795450	+	0.02
chr12	7796163	+	0.19
chr12	7796169	+	0.01
chr12	7796173	+	0.02
chr12	7796190	+	0.03
chr12	7796204	+	0.02
chr12	7796205	+	0.04
chr12	7796212	+	0.04
chr12	7796241	+	0.05
chr12	7796863	+	0.1
chr12	7796864	+	0.26
chr12	7796881	+	0.05
chr12	7796890	+	0.21
chr12	7796893	+	0.11
chr12	7796903	+	0.07
chr12	7796935	+	0.05
chr12	7796941	+	0.07
chr12	7796944	+	0.05
chr12	7796958	+	0.17
chr12	7797033	+	0.04
chr12	7797157	+	0.15
chr12	7797171	+	0.04
chr12	7797180	+	0.05
chr12	7797229	+	0.04
chr12	7797235	+	0.09
chr12	7797238	+	0.13
chr12	7797252	+	0.02
chr12	7797457	+	0.03
chr12	7797536	+	0.05
chr12	7797539	+	0.02
chr12	7797553	+	0.03
chr12	7797594	+	0.04
chr12	7797595	+	0.02
chr12	7797624	+	0.05
chr12	7797779	+	0.05
chr12	7797780	+	0.12
chr12	7797782	+	0.05
chr12	7797832	+	0.08
chr12	7797835	+	0.19
chr12	7797872	+	0.09
chr12	7797886	+	0.04
chr12	7797887	+	0.19
chr12	7797890	+	0.03
chr12	7797914	+	0.03
chr12	7797926	+	0.03
chr12	7798098	+	0.12
chr12	7798114	+	0.28
chr12	7798121	+	0.44
chr12	7798142	+	0.25
chr12	7798143	+	0.3
chr12	7798147	+	0.2
chr12	7798156	+	0.02
chr12	7798174	+	0.14
chr12	7798175	+	0.03
chr12	7798189	+	0.09
chr12	7798198	+	0.03
chr12	7798199	+	0.12
chr12	7798200	+	0.23
chr12	7798218	+	0.02
chr12	7798220	+	0.01
chr12	7798255	+	0.2
chr12	7798256	+	0.3
chr12	7798265	+	0.18
chr12	7798272	+	0.03
chr12	7798282	+	0.05
chr12	7798288	+	0.04
chr12	7798291	+	0.05
chr12	7798324	+	0.09
chr12	7798325	+	0.09
chr12	7799598	+	0.15
chr12	7799603	+	0.19
chr12	7799660	+	0.39
chr12	7800526	+	0.21
chr12	7800544	+	0.12
chr12	7800570	+	0.46
chr12	7800609	+	0.34
chr12	7800611	+	0.34
chr12	7800667	+	0.2
chr12	7801067	+	0.58
chr12	7801775	+	0.71
chr12	7802086	+	0.19
chr12	7803223	+	0.35
chr12	7804085	+	0.12
chr12	7804124	+	0.25
chr12	7804989	+	0.35
chr12	7805026	+	0.25
chr12	7805069	+	0.25
chr12	7805131	+	0.38
chr12	7805149	+	0.38
chr12	7805233	+	0.14
chr12	7805380	+	0.25
chr12	7805394	+	0.39
chr12	7923266	-	0.14
chr12	7926257	-	0.19
chr12	7964146	-	0.23
chr12	7966352	-	0.23
chr12	7966361	-	0.21
chr12	7966563	-	0.2
chr12	7968578	-	0.4
chr12	7969962	-	0.27
chr12	7970451	-	0.24
chr12	8031102	-	0.3
chr12	8031230	-	0.5
chr12	8031266	-	0.6
chr12	8031273	-	0.5
chr12	8031275	-	0.42
chr12	8031458	-	0.38
chr12	8031655	-	0.39
chr12	8031764	-	0.38
chr12	8031774	-	0.18
chr12	8294566	-	0.27
chr12	8384289	-	0.12
chr12	8384293	-	0.38
chr12	8384296	-	0.14
chr12	8384300	-	0.4
chr12	8384302	-	0.21
chr12	8384354	-	0.08
chr12	8384359	-	0.47
chr12	8384360	-	0.45
chr12	8384406	-	0.15
chr12	8788711	+	0.21
chr12	8796206	+	0.04
chr12	8796212	+	0.41
chr12	8796297	+	0.03
chr12	8796313	+	0.27
chr12	8796316	+	0.93
chr12	8796318	+	0.21
chr12	8796338	+	0.96
chr12	8796392	+	0.08
chr12	8797472	+	0.02
chr12	8797479	+	0.03
chr12	8797487	+	0.06
chr12	8797488	+	0.06
chr12	8797502	+	0.44
chr12	8797509	+	0.06
chr12	8797510	+	0.03
chr12	8797540	-	0.02
chr12	8797543	+	0.03
chr12	8797552	+	0.62
chr12	8797567	+	0.06
chr12	8797581	+	0.1
chr12	8797582	+	0.05
chr12	8797583	+	0.02
chr12	8797597	+	0.04
chr12	8797617	+	0.09
chr12	8797633	+	0.11
chr12	8797634	+	0.1
chr12	8797650	+	0.38
chr12	8797664	+	0.11
chr12	8797679	+	0.02
chr12	8797702	+	0.03
chr12	8797703	+	0.07
chr12	8797705	+	0.02
chr12	8797707	+	0.57
chr12	8797712	+	0.02
chr12	8797728	+	0.02
chr12	8797729	+	0.01
chr12	8797733	+	0.02
chr12	8797768	+	0.25
chr12	8797774	+	0.02
chr12	8797795	+	0.12
chr12	8797810	+	0.05
chr12	8797819	+	0.05
chr12	8797830	+	0.02
chr12	8797831	+	0.71
chr12	8797834	+	0.27
chr12	8797839	+	0.12
chr12	8797846	+	0.03
chr12	8797876	+	0.11
chr12	8797954	+	0.03
chr12	8797994	+	0.19
chr12	8798004	+	0.02
chr12	8798013	+	0.02
chr12	8798022	+	0.05
chr12	8798033	+	0.34
chr12	8799384	+	0.55
chr12	8799509	+	0.17
chr12	8799524	+	0.14
chr12	8799527	+	0.18
chr12	8799554	+	0.18
chr12	8799710	+	0.17
chr12	8923573	+	0.23
chr12	8923676	+	0.18
chr12	8923677	+	0.19
chr12	8924290	+	0.08
chr12	8926829	+	0.09
chr12	8927933	+	0.44
chr12	8927980	+	0.12
chr12	8928006	+	0.36
chr12	8928080	+	0.12
chr12	8928086	+	0.22
chr12	8928141	+	0.14
chr12	8928169	+	0.07
chr12	8928175	+	0.1
chr12	8929601	+	0.14
chr12	8935537	+	0.06
chr12	8935839	+	0.11
chr12	8935877	+	0.1
chr12	8935945	+	0.14
chr12	8936118	+	0.23
chr12	8936170	+	0.17
chr12	8936230	+	0.03
chr12	8936234	+	0.05
chr12	8936235	+	0.03
chr12	8936250	+	0.27
chr12	8936282	+	0.04
chr12	8936301	+	0.05
chr12	8936322	+	0.07
chr12	9010082	+	0.15
chr12	9404251	+	0.33
chr12	9658631	+	0.4
chr12	9658731	+	0.29
chr12	9658739	+	0.36
chr12	9659563	+	0.5
chr12	9659571	+	0.64
chr12	9659580	+	0.73
chr12	9659665	+	0.17
chr12	9693884	+	0.16
chr12	11034791	-	0.2
chr12	11034802	-	0.23
chr12	11034803	-	0.21
chr12	11034878	-	0.21
chr12	11616550	+	0.27
chr12	11618937	+	0.38
chr12	12469156	+	0.2
chr12	12469234	+	0.21
chr12	12469235	+	0.33
chr12	12473051	+	0.21
chr12	12473154	+	0.5
chr12	12473159	+	0.4
chr12	13082038	+	0.03
chr12	13082097	+	0.03
chr12	13083416	-	0.12
chr12	14498894	+	0.14
chr12	14498907	+	0.17
chr12	14498925	+	0.08
chr12	16351743	+	0.3
chr12	16357307	+	0.12
chr12	16362828	+	0.17
chr12	22053191	+	0.33
chr12	22054187	+	0.33
chr12	22054188	+	0.29
chr12	22462829	-	0.16
chr12	25949153	-	0.4
chr12	25952832	-	0.25
chr12	25952892	-	0.18
chr12	26919152	-	0.25
chr12	26921858	-	0.21
chr12	26921859	-	0.21
chr12	26921906	-	0.21
chr12	26977494	-	0.16
chr12	26978053	-	0.44
chr12	26978672	-	0.18
chr12	26978686	-	0.14
chr12	27030176	+	0.02
chr12	27030181	+	0.15
chr12	27030182	+	0.13
chr12	27030187	+	0.06
chr12	27030258	+	0.03
chr12	27030259	+	0.07
chr12	27034147	+	0.26
chr12	27034153	+	0.52
chr12	27034159	+	0.31
chr12	27034200	+	0.5
chr12	27034510	+	0.1
chr12	27034558	+	0.39
chr12	27034575	+	0.04
chr12	27034606	+	0.05
chr12	27034649	+	0.06
chr12	27034701	+	0.25
chr12	27034702	+	0.36
chr12	27034889	+	0.38
chr12	27034924	+	0.14
chr12	27035080	+	0.43
chr12	27035124	+	0.13
chr12	27035125	+	0.16
chr12	27421267	+	0.08
chr12	27421289	+	0.07
chr12	27421320	+	0.54
chr12	27421343	+	0.25
chr12	27421358	+	0.13
chr12	27421383	+	0.39
chr12	27421384	+	0.04
chr12	27421500	+	0.21
chr12	27421565	+	0.2
chr12	27421572	+	0.09
chr12	27423443	+	0.2
chr12	27423513	+	0.23
chr12	27423535	+	0.6
chr12	27423590	+	0.16
chr12	27423602	+	0.05
chr12	27693927	+	0.03
chr12	27693940	+	0.02
chr12	27694122	+	0.03
chr12	27695255	+	0.04
chr12	27792622	+	0.12
chr12	27792623	+	0.5
chr12	27792705	+	0.14
chr12	27792719	+	0.11
chr12	27793224	+	0.19
chr12	27793283	+	0.39
chr12	27793386	+	0.14
chr12	27793395	+	0.15
chr12	27793421	+	0.42
chr12	27793431	+	0.2
chr12	27793565	+	0.19
chr12	27796687	+	0.1
chr12	30685850	-	0.42
chr12	31268076	-	0.31
chr12	31268093	-	0.46
chr12	31268131	-	0.33
chr12	31268132	-	0.36
chr12	31270956	-	0.25
chr12	31270984	-	0.21
chr12	31270999	-	0.33
chr12	31271036	-	0.19
chr12	31271062	-	0.2
chr12	31279229	-	0.4
chr12	31279318	-	0.23
chr12	31282456	-	0.01
chr12	31282472	-	0.01
chr12	31282473	-	0.01
chr12	31282513	-	0.01
chr12	31282521	-	0.01
chr12	31282539	-	0.02
chr12	31445696	-	0.3
chr12	31445785	-	0.25
chr12	31445841	-	0.5
chr12	31994202	+	0.27
chr12	31994397	+	0.31
chr12	31995493	+	0.4
chr12	31996620	+	0.18
chr12	31997253	+	0.14
chr12	31998290	+	0.18
chr12	31998560	+	0.2
chr12	31998568	+	0.36
chr12	31998604	+	0.74
chr12	31998610	+	0.6
chr12	31998614	+	0.42
chr12	31999166	+	0.3
chr12	31999567	+	0.21
chr12	31999719	+	0.2
chr12	32000048	+	0.58
chr12	32000271	+	0.33
chr12	32000346	+	0.19
chr12	32000348	+	0.19
chr12	32356564	+	0.64
chr12	32473966	+	0.21
chr12	32474012	+	0.15
chr12	32578565	+	0.33
chr12	32578574	+	0.27
chr12	32741449	-	0.18
chr12	32742268	-	0.25
chr12	32742275	-	0.17
chr12	32742276	-	0.22
chr12	32742330	-	0.24
chr12	32742971	-	0.19
chr12	32743033	-	0.43
chr12	32743059	-	0.33
chr12	32744449	+	0.02
chr12	32744457	+	0.01
chr12	32744458	+	0.03
chr12	32744468	-	0.01
chr12	32744493	+	0.03
chr12	32744498	+	0.02
chr12	32744547	-	0.01
chr12	32744550	-	0.01
chr12	32744551	+	0.01
chr12	32744661	+	0.04
chr12	32744662	+	0.02
chr12	32746606	+	0.29
chr12	32746709	+	0.29
chr12	32746811	+	0.19
chr12	32746816	-	0.25
chr12	42082573	+	0.02
chr12	42359829	+	0.12
chr12	42359851	+	0.09
chr12	42359858	+	0.13
chr12	42359878	+	0.15
chr12	42359892	+	0.09
chr12	42359897	+	0.77
chr12	42359930	+	0.1
chr12	42359931	+	0.36
chr12	42359960	+	0.2
chr12	42359976	+	0.11
chr12	42359977	+	0.21
chr12	42359980	+	0.15
chr12	42359986	+	0.08
chr12	42360009	+	0.07
chr12	42360010	+	0.1
chr12	42360550	+	0.22
chr12	42360574	+	0.13
chr12	42360575	+	0.28
chr12	42360595	+	0.33
chr12	42360612	+	0.05
chr12	42360619	+	0.12
chr12	42360620	+	0.43
chr12	42360623	+	0.19
chr12	42360660	+	0.26
chr12	42360677	+	0.36
chr12	42360691	+	0.06
chr12	42360754	+	0.6
chr12	42360766	+	0.17
chr12	43720400	-	0.33
chr12	43720401	-	0.25
chr12	43720426	-	0.27
chr12	43725511	-	0.38
chr12	43725581	-	0.25
chr12	43725682	-	0.33
chr12	43726744	-	0.38
chr12	43726745	-	0.19
chr12	43787847	+	0.42
chr12	43787869	+	0.27
chr12	43787870	+	0.64
chr12	43787879	+	0.36
chr12	43787935	+	0.3
chr12	45175290	-	0.14
chr12	45899106	+	0.18
chr12	45899150	+	0.19
chr12	45920989	-	0.02
chr12	48655444	-	0.39
chr12	48655456	-	0.27
chr12	48657684	-	0.38
chr12	48658670	-	0.18
chr12	48784865	-	0.55
chr12	48785359	-	0.41
chr12	48785360	-	0.56
chr12	48785362	-	0.24
chr12	48785453	-	0.38
chr12	48785496	-	0.23
chr12	48785506	-	0.25
chr12	48785518	-	0.58
chr12	48917206	-	0.2
chr12	48917239	-	0.25
chr12	48917403	-	0.17
chr12	48919641	-	0.8
chr12	48922937	-	0.03
chr12	48922956	-	0.02
chr12	48922982	-	0.07
chr12	48922985	-	0.04
chr12	48923035	-	0.06
chr12	48923047	-	0.06
chr12	48923061	-	0.08
chr12	48923064	-	0.09
chr12	48923084	-	0.05
chr12	48923090	-	0.03
chr12	48923106	-	0.07
chr12	48926288	-	0.3
chr12	48926403	-	0.33
chr12	48926594	-	0.05
chr12	48926764	-	0.09
chr12	48926885	-	0.08
chr12	48926946	-	0.17
chr12	48926947	-	0.15
chr12	48926969	-	0.07
chr12	48926982	-	0.08
chr12	48927002	-	0.04
chr12	48927012	-	0.22
chr12	48927013	-	0.08
chr12	48927071	-	0.05
chr12	48927079	-	0.04
chr12	48928101	-	0.06
chr12	48928141	-	0.09
chr12	48928155	-	0.06
chr12	48928176	-	0.16
chr12	48928299	-	0.07
chr12	48928302	-	0.06
chr12	48928303	-	0.25
chr12	48928311	-	0.14
chr12	48928533	-	0.08
chr12	48928539	-	0.27
chr12	48928541	-	0.15
chr12	48928547	-	0.14
chr12	48928611	-	0.06
chr12	48928617	-	0.33
chr12	48928660	-	0.05
chr12	48928720	-	0.06
chr12	48928724	-	0.06
chr12	48928933	-	0.33
chr12	48929212	-	0.16
chr12	48929275	-	0.45
chr12	48929323	-	0.12
chr12	48929325	-	0.33
chr12	48929330	-	0.71
chr12	48929331	-	0.69
chr12	48929335	-	0.09
chr12	48929352	-	0.16
chr12	48929385	-	0.1
chr12	48929436	-	0.24
chr12	48930883	-	0.15
chr12	48930961	-	0.21
chr12	48930979	-	0.09
chr12	48931016	-	0.2
chr12	48931065	-	0.14
chr12	48931991	-	0.09
chr12	48932007	-	1
chr12	48932092	-	0.75
chr12	48932093	-	0.75
chr12	48932378	-	0.29
chr12	48932385	-	0.62
chr12	48932387	-	0.81
chr12	48933790	-	0.12
chr12	48934756	-	0.13
chr12	48934768	-	0.07
chr12	48934778	-	0.17
chr12	48934796	-	0.06
chr12	48934825	-	0.41
chr12	48934871	-	0.06
chr12	48934889	-	0.06
chr12	48934899	-	0.1
chr12	48934925	-	0.06
chr12	48934974	-	0.24
chr12	49273561	+	0.15
chr12	49274182	+	0.28
chr12	49324228	+	0.18
chr12	49324603	+	0.9
chr12	49324647	+	0.8
chr12	49324685	+	0.34
chr12	49324694	+	0.3
chr12	49325138	+	0.31
chr12	49325139	+	0.19
chr12	49325140	+	0.47
chr12	49325275	+	0.29
chr12	49325276	+	0.67
chr12	49325277	+	0.96
chr12	49325351	+	0.23
chr12	49509657	+	0.6
chr12	49509765	+	0.33
chr12	50145051	-	0.4
chr12	50148496	-	0.17
chr12	50148511	-	0.2
chr12	50149776	-	0.67
chr12	50149828	-	0.27
chr12	50149835	-	0.82
chr12	50149841	-	0.73
chr12	50150274	-	0.69
chr12	50150277	-	0.64
chr12	50150278	-	0.67
chr12	50151720	-	0.55
chr12	50151782	-	0.6
chr12	50151783	-	1
chr12	50151809	-	0.31
chr12	50151824	-	0.27
chr12	50151827	-	0.5
chr12	50151837	-	0.2
chr12	50151848	-	0.38
chr12	50151878	-	0.33
chr12	50163036	-	0.5
chr12	50163595	-	0.36
chr12	50456975	+	0.32
chr12	50457006	+	0.24
chr12	50457011	+	0.17
chr12	50457068	+	0.14
chr12	50457086	+	0.3
chr12	50457175	+	0.6
chr12	50457692	+	0.7
chr12	50458081	+	0.42
chr12	50458127	+	0.24
chr12	50458190	+	0.24
chr12	50458199	+	0.22
chr12	50458200	+	0.24
chr12	50458390	+	0.45
chr12	50458391	+	0.25
chr12	50459097	+	0.27
chr12	50459098	+	0.55
chr12	50459125	+	0.67
chr12	50459259	+	0.23
chr12	50459561	+	0.23
chr12	50459563	+	0.77
chr12	50459569	+	0.33
chr12	50459613	+	0.25
chr12	50459935	+	0.36
chr12	50460023	+	0.36
chr12	50460351	+	0.5
chr12	50460427	+	0.33
chr12	50460430	+	0.55
chr12	50460585	+	0.46
chr12	50930335	+	0.56
chr12	50930379	+	0.17
chr12	50930396	+	0.02
chr12	50930405	+	0.02
chr12	50930420	+	0.03
chr12	50930440	+	0.03
chr12	50930474	+	0.09
chr12	50930524	+	0.09
chr12	50930538	+	0.03
chr12	50930539	+	0.12
chr12	50930639	+	0.02
chr12	50930652	+	0.18
chr12	50930660	+	0.03
chr12	50930669	+	0.04
chr12	50930682	+	0.06
chr12	50930683	+	0.27
chr12	50930712	+	0.17
chr12	50930724	+	0.04
chr12	50930738	+	0.02
chr12	50930761	+	0.07
chr12	50930843	+	0.16
chr12	50930855	+	0.24
chr12	50931445	+	0.02
chr12	50931453	+	0.21
chr12	50931454	+	0.24
chr12	50931462	+	0.02
chr12	50931496	+	0.2
chr12	50931504	+	0.03
chr12	50931507	+	0.02
chr12	50931522	+	0.12
chr12	50931540	+	0.03
chr12	50931589	+	0.15
chr12	50931590	+	0.09
chr12	50931595	+	0.1
chr12	50931599	+	0.05
chr12	50931606	+	0.1
chr12	50931616	+	0.02
chr12	50931622	+	0.02
chr12	50931635	+	0.04
chr12	50931643	+	0.03
chr12	50931656	+	0.26
chr12	50931751	+	0.03
chr12	50931753	+	0.32
chr12	51006215	-	0.25
chr12	51006252	-	0.14
chr12	51007401	-	0.53
chr12	51007410	-	0.4
chr12	51007891	-	0.2
chr12	51008019	-	0.23
chr12	51050831	+	0.5
chr12	51050865	+	0.27
chr12	51050875	+	0.38
chr12	51050932	+	0.28
chr12	51053567	+	0.12
chr12	51056702	+	0.76
chr12	51056707	+	0.48
chr12	51056715	+	0.32
chr12	51056717	+	0.15
chr12	51056728	+	0.25
chr12	51392318	+	0.3
chr12	51510170	+	0.11
chr12	51510238	+	0.65
chr12	51510305	+	0.82
chr12	51510311	+	0.6
chr12	51510378	+	0.57
chr12	51511463	+	0.28
chr12	51511528	+	0.81
chr12	51511530	+	0.31
chr12	51511640	+	0.25
chr12	51513523	+	0.18
chr12	51854659	+	0.3
chr12	53022929	+	0.23
chr12	53023054	+	0.16
chr12	53023068	+	0.18
chr12	53026005	+	0.42
chr12	53174060	-	0.6
chr12	53174139	-	0.24
chr12	53174154	-	0.13
chr12	53174163	-	0.14
chr12	53174181	-	0.22
chr12	53174244	-	0.35
chr12	53174548	-	0.17
chr12	53174558	-	0.58
chr12	53174576	-	0.42
chr12	53174589	-	0.29
chr12	53174590	-	0.61
chr12	53174620	-	0.11
chr12	53174624	-	0.4
chr12	53174671	-	0.5
chr12	53174681	-	0.17
chr12	53174693	-	0.15
chr12	53174715	-	0.26
chr12	53174788	-	0.2
chr12	53176143	-	0.2
chr12	53176182	-	0.15
chr12	53176226	-	0.33
chr12	53176229	-	0.15
chr12	53176243	-	0.19
chr12	53176285	-	0.25
chr12	53176287	-	0.55
chr12	53176326	-	0.45
chr12	53176408	-	0.25
chr12	53176529	-	0.88
chr12	53176532	-	0.82
chr12	53176594	-	0.19
chr12	53176606	-	0.48
chr12	53176618	-	0.4
chr12	53176661	-	0.41
chr12	53177570	-	0.15
chr12	53177576	-	0.16
chr12	53177665	-	0.14
chr12	53177672	-	0.17
chr12	53178221	-	0.58
chr12	53178254	-	0.25
chr12	53178261	-	0.36
chr12	53178300	-	0.4
chr12	53178405	-	0.19
chr12	53178546	-	0.52
chr12	53178547	-	0.46
chr12	53178574	-	0.85
chr12	53178599	-	0.57
chr12	53178617	-	0.22
chr12	53178625	-	0.56
chr12	53178628	-	0.2
chr12	53178645	-	0.18
chr12	53178646	-	0.35
chr12	53178672	-	0.21
chr12	53178698	-	1
chr12	53178701	-	0.82
chr12	53178702	-	0.79
chr12	53178708	-	1
chr12	53178715	-	0.75
chr12	53178721	-	0.9
chr12	53178949	-	0.19
chr12	53178955	-	1
chr12	53178958	-	0.64
chr12	53178981	-	0.44
